admin0_code,admin1_code,date,cases,deaths
US,02,2020-05-25,409,10
US,02,2020-05-26,411,10
US,02,2020-05-27,412,10
US,02,2020-05-28,425,10
US,02,2020-05-29,430,10
US,02,2020-05-30,434,10
US,02,2020-05-31,460,10
US,02,2020-06-01,467,10
US,02,2020-06-02,487,10
US,02,2020-06-03,505,10
US,02,2020-06-04,513,10
US,02,2020-06-05,524,10
US,02,2020-06-06,536,10
US,02,2020-06-07,544,10
US,02,2020-06-08,563,10
US,02,2020-06-09,573,11
US,02,2020-06-10,593,11
US,02,2020-06-11,610,11
US,02,2020-06-12,625,12
US,02,2020-06-13,652,12
US,02,2020-06-14,661,12
US,02,2020-06-15,664,12
US,02,2020-06-16,676,12
US,02,2020-06-17,696,12
US,02,2020-06-18,708,12
US,02,2020-06-19,721,12
US,02,2020-06-20,742,12
US,02,2020-06-21,753,12
US,02,2020-06-22,759,12
US,02,2020-06-23,759,12
US,02,2020-06-24,759,12
US,02,2020-06-25,784,12
US,02,2020-06-26,835,12
US,02,2020-06-27,835,12
US,02,2020-06-28,876,12
US,02,2020-06-29,900,12
US,02,2020-06-30,932,12
US,02,2020-07-01,967,14
US,02,2020-07-02,967,14
US,02,2020-07-03,1044,14
US,02,2020-07-04,1088,14
US,02,2020-07-05,1115,14
US,02,2020-07-06,1166,14
US,02,2020-07-07,1184,14
US,02,2020-07-08,1226,14
US,02,2020-07-09,1269,14
US,02,2020-07-10,1319,14
US,02,2020-07-11,1378,14
US,02,2020-07-12,1474,17
US,02,2020-07-13,1539,17
US,02,2020-07-14,1579,16
US,02,2020-07-15,1622,16
US,02,2020-07-16,1674,16
US,02,2020-07-17,1716,16
US,02,2020-07-18,1785,17
US,02,2020-07-19,1882,17
US,02,2020-07-20,1949,17
US,02,2020-07-21,2041,17
US,02,2020-07-22,2131,18
US,02,2020-07-23,2194,18
US,02,2020-07-24,2249,18
US,02,2020-07-25,2339,19
US,02,2020-07-26,2525,19
US,02,2020-07-27,2622,20
US,02,2020-07-28,2730,20
US,02,2020-07-29,2796,21
US,02,2020-07-30,2879,22
US,02,2020-07-31,2879,22
US,02,2020-08-01,3136,24
US,02,2020-08-02,3280,24
US,02,2020-08-03,3338,25
US,02,2020-08-04,3393,25
US,02,2020-08-05,3447,25
US,02,2020-08-06,3483,25
US,02,2020-08-07,3532,25
US,02,2020-08-08,3611,26
US,02,2020-08-09,3709,26
US,02,2020-08-10,3774,26
US,02,2020-08-11,3821,26
US,02,2020-08-12,3881,26
US,02,2020-08-13,3962,27
US,02,2020-08-14,4071,27
US,02,2020-08-15,4154,28
US,02,2020-08-16,4257,28
US,02,2020-08-17,4307,28
US,02,2020-08-18,4369,29
US,02,2020-08-19,4436,29
US,02,2020-08-20,4517,29
US,02,2020-08-21,4586,30
US,02,2020-08-22,4675,31
US,02,2020-08-23,4739,32
US,02,2020-08-24,4808,32
US,02,2020-08-25,4841,36
US,02,2020-08-26,4893,37
US,02,2020-08-27,4973,37
US,02,2020-08-28,5088,37
US,02,2020-08-29,5180,37
US,02,2020-08-30,5224,37
US,02,2020-08-31,5261,37
US,02,2020-09-01,5296,39
US,02,2020-09-02,5364,39
US,02,2020-09-03,5466,40
US,02,2020-09-04,5586,40
US,02,2020-09-05,5679,42
US,02,2020-09-06,5765,42
US,02,2020-09-07,5798,42
US,02,2020-09-08,5833,42
US,02,2020-09-09,5896,42
US,02,2020-09-10,6020,42
US,02,2020-09-11,6112,43
US,02,2020-09-12,6216,44
US,02,2020-09-13,6278,44
US,02,2020-09-14,6353,44
US,02,2020-09-15,6395,44
US,02,2020-09-16,6444,44
US,02,2020-09-17,6549,44
US,02,2020-09-18,6658,45
US,02,2020-09-19,6743,45
US,02,2020-09-20,6835,45
US,02,2020-09-21,6905,45
US,02,2020-09-22,6950,45
US,02,2020-09-23,7004,45
US,02,2020-09-24,7132,46
US,02,2020-09-25,7254,52
US,02,2020-09-26,7367,52
US,02,2020-09-27,7481,56
US,02,2020-09-28,7595,56
US,02,2020-09-29,7720,56
US,02,2020-09-30,7824,56
US,02,2020-10-01,7948,57
US,02,2020-10-02,8073,57
US,02,2020-10-03,8217,58
US,04,2020-01-26,1,0
US,04,2020-01-27,1,0
US,04,2020-01-28,1,0
US,04,2020-01-29,1,0
US,04,2020-01-30,1,0
US,04,2020-01-31,1,0
US,04,2020-02-01,1,0
US,04,2020-02-02,1,0
US,04,2020-02-03,1,0
US,04,2020-02-04,1,0
US,04,2020-02-05,1,0
US,04,2020-02-06,1,0
US,04,2020-02-07,1,0
US,04,2020-02-08,1,0
US,04,2020-02-09,1,0
US,04,2020-02-10,1,0
US,04,2020-02-11,1,0
US,04,2020-02-12,1,0
US,04,2020-02-13,1,0
US,04,2020-02-14,1,0
US,04,2020-02-15,1,0
US,04,2020-02-16,1,0
US,04,2020-02-17,1,0
US,04,2020-02-18,1,0
US,04,2020-02-19,1,0
US,04,2020-02-20,1,0
US,04,2020-02-21,1,0
US,04,2020-02-22,1,0
US,04,2020-02-23,1,0
US,04,2020-02-24,1,0
US,04,2020-02-25,1,0
US,04,2020-02-26,1,0
US,04,2020-02-27,1,0
US,04,2020-02-28,1,0
US,04,2020-02-29,1,0
US,04,2020-03-01,1,0
US,04,2020-03-02,1,0
US,04,2020-03-03,1,0
US,04,2020-03-04,1,0
US,04,2020-03-05,1,0
US,04,2020-03-06,2,0
US,04,2020-03-07,4,0
US,04,2020-03-08,4,0
US,04,2020-03-09,6,0
US,04,2020-03-10,6,0
US,04,2020-03-11,10,0
US,04,2020-03-12,10,0
US,04,2020-03-13,10,0
US,04,2020-03-14,12,0
US,04,2020-03-15,12,0
US,04,2020-03-16,18,0
US,04,2020-03-17,20,0
US,04,2020-03-18,27,0
US,04,2020-03-19,44,0
US,04,2020-03-20,63,0
US,04,2020-03-21,103,1
US,04,2020-03-22,152,2
US,04,2020-03-23,234,2
US,04,2020-03-24,326,5
US,04,2020-03-25,401,5
US,04,2020-03-26,508,8
US,04,2020-03-27,663,13
US,04,2020-03-28,773,15
US,04,2020-03-29,919,17
US,04,2020-03-30,1154,20
US,04,2020-03-31,1289,24
US,04,2020-04-01,1414,29
US,04,2020-04-02,1596,32
US,04,2020-04-03,1769,41
US,04,2020-04-04,2018,52
US,04,2020-04-05,2269,64
US,04,2020-04-06,2456,65
US,04,2020-04-07,2575,72
US,04,2020-04-08,2726,79
US,04,2020-04-09,3018,86
US,04,2020-04-10,3111,95
US,04,2020-04-11,3393,108
US,04,2020-04-12,3539,114
US,04,2020-04-13,3701,121
US,04,2020-04-14,3798,130
US,04,2020-04-15,3962,141
US,04,2020-04-16,4234,149
US,04,2020-04-17,4507,168
US,04,2020-04-18,4718,176
US,04,2020-04-19,4928,183
US,04,2020-04-20,5064,186
US,04,2020-04-21,5251,207
US,04,2020-04-22,5459,227
US,04,2020-04-23,5768,248
US,04,2020-04-24,6043,265
US,04,2020-04-25,6280,272
US,04,2020-04-26,6526,274
US,04,2020-04-27,6716,274
US,04,2020-04-28,6948,291
US,04,2020-04-29,7202,302
US,04,2020-04-30,7648,318
US,04,2020-05-01,7961,328
US,04,2020-05-02,8364,346
US,04,2020-05-03,8640,360
US,04,2020-05-04,8919,360
US,04,2020-05-05,9304,393
US,04,2020-05-06,9706,424
US,04,2020-05-07,9944,448
US,04,2020-05-08,10526,514
US,04,2020-05-09,10960,529
US,04,2020-05-10,11118,533
US,04,2020-05-11,11379,539
US,04,2020-05-12,11735,559
US,04,2020-05-13,12175,591
US,04,2020-05-14,12673,621
US,04,2020-05-15,13168,648
US,04,2020-05-16,13631,676
US,04,2020-05-17,13937,677
US,04,2020-05-18,14170,683
US,04,2020-05-19,14566,701
US,04,2020-05-20,14897,744
US,04,2020-05-21,15315,758
US,04,2020-05-22,15607,770
US,04,2020-05-23,16039,795
US,04,2020-05-24,16339,796
US,04,2020-05-25,16560,801
US,04,2020-05-26,16782,803
US,04,2020-05-27,17261,826
US,04,2020-05-28,17763,851
US,04,2020-05-29,18465,880
US,04,2020-05-30,19255,896
US,04,2020-05-31,20119,910
US,04,2020-06-01,20123,910
US,04,2020-06-02,21249,935
US,04,2020-06-03,22220,974
US,04,2020-06-04,22753,989
US,04,2020-06-05,24331,1004
US,04,2020-06-06,25451,1035
US,04,2020-06-07,26889,1045
US,04,2020-06-08,27677,1045
US,04,2020-06-09,28296,1069
US,04,2020-06-10,29852,1094
US,04,2020-06-11,31263,1123
US,04,2020-06-12,32918,1138
US,04,2020-06-13,34458,1183
US,04,2020-06-14,35691,1186
US,04,2020-06-15,36705,1192
US,04,2020-06-16,39097,1218
US,04,2020-06-17,40924,1238
US,04,2020-06-18,43443,1271
US,04,2020-06-19,46688,1311
US,04,2020-06-20,49798,1337
US,04,2020-06-21,52390,1339
US,04,2020-06-22,54586,1342
US,04,2020-06-23,58353,1395
US,04,2020-06-24,59973,1463
US,04,2020-06-25,63030,1484
US,04,2020-06-26,66458,1535
US,04,2020-06-27,70051,1579
US,04,2020-06-28,73908,1588
US,04,2020-06-29,74533,1588
US,04,2020-06-30,79205,1632
US,04,2020-07-01,84092,1720
US,04,2020-07-02,87424,1720
US,04,2020-07-03,91857,1788
US,04,2020-07-04,94553,1805
US,04,2020-07-05,98084,1807
US,04,2020-07-06,101441,1810
US,04,2020-07-07,105094,1927
US,04,2020-07-08,108614,1962
US,04,2020-07-09,112671,2038
US,04,2020-07-10,116892,2082
US,04,2020-07-11,119930,2151
US,04,2020-07-12,122467,2237
US,04,2020-07-13,123824,2245
US,04,2020-07-14,128097,2337
US,04,2020-07-15,131354,2434
US,04,2020-07-16,134611,2492
US,04,2020-07-17,138523,2583
US,04,2020-07-18,141265,2728
US,04,2020-07-19,143619,2761
US,04,2020-07-20,145182,2784
US,04,2020-07-21,148674,2917
US,04,2020-07-22,150609,2974
US,04,2020-07-23,152944,3061
US,04,2020-07-24,156301,3284
US,04,2020-07-25,160049,3284
US,04,2020-07-26,162003,3301
US,04,2020-07-27,163825,3303
US,04,2020-07-28,165934,3407
US,04,2020-07-29,168266,3454
US,04,2020-07-30,170798,3624
US,04,2020-07-31,174010,3692
US,04,2020-08-01,177000,3745
US,04,2020-08-02,178467,3765
US,04,2020-08-03,179490,3778
US,04,2020-08-04,180498,3843
US,04,2020-08-05,182194,3930
US,04,2020-08-06,183645,4002
US,04,2020-08-07,185050,4080
US,04,2020-08-08,186103,4136
US,04,2020-08-09,186923,4147
US,04,2020-08-10,187521,4150
US,04,2020-08-11,188737,4199
US,04,2020-08-12,189443,4347
US,04,2020-08-13,190792,4382
US,04,2020-08-14,191721,4422
US,04,2020-08-15,192654,4491
US,04,2020-08-16,193537,4504
US,04,2020-08-17,194005,4505
US,04,2020-08-18,194917,4526
US,04,2020-08-19,195557,4628
US,04,2020-08-20,196280,4681
US,04,2020-08-21,196898,4687
US,04,2020-08-22,197872,4756
US,04,2020-08-23,198076,4770
US,04,2020-08-24,198386,4770
US,04,2020-08-25,199253,4792
US,04,2020-08-26,199459,4896
US,04,2020-08-27,200139,4929
US,04,2020-08-28,200658,4977
US,04,2020-08-29,201285,5006
US,04,2020-08-30,201661,5025
US,04,2020-08-31,201835,5025
US,04,2020-09-01,202342,5042
US,04,2020-09-02,202861,5065
US,04,2020-09-03,203953,5130
US,04,2020-09-04,204680,5171
US,04,2020-09-05,205513,5207
US,04,2020-09-06,205765,5218
US,04,2020-09-07,205954,5218
US,04,2020-09-08,206044,5220
US,04,2020-09-09,206541,5251
US,04,2020-09-10,206993,5273
US,04,2020-09-11,207521,5288
US,04,2020-09-12,208126,5310
US,04,2020-09-13,208512,5320
US,04,2020-09-14,208725,5320
US,04,2020-09-15,209209,5342
US,04,2020-09-16,209907,5370
US,04,2020-09-17,211628,5408
US,04,2020-09-18,212916,5451
US,04,2020-09-19,213547,5466
US,04,2020-09-20,214016,5474
US,04,2020-09-21,214402,5476
US,04,2020-09-22,214842,5492
US,04,2020-09-23,215284,5524
US,04,2020-09-24,215852,5559
US,04,2020-09-25,216365,5583
US,04,2020-09-26,216822,5619
US,04,2020-09-27,217231,5620
US,04,2020-09-28,217507,5620
US,04,2020-09-29,218183,5629
US,04,2020-09-30,218507,5650
US,04,2020-10-01,219212,5673
US,04,2020-10-02,219763,5693
US,04,2020-10-03,220399,5705
US,05,2020-03-11,1,0
US,05,2020-03-12,5,0
US,05,2020-03-13,8,0
US,05,2020-03-14,12,0
US,05,2020-03-15,16,0
US,05,2020-03-16,22,0
US,05,2020-03-17,28,0
US,05,2020-03-18,37,0
US,05,2020-03-19,62,0
US,05,2020-03-20,100,0
US,05,2020-03-21,118,0
US,05,2020-03-22,159,0
US,05,2020-03-23,185,0
US,05,2020-03-24,221,1
US,05,2020-03-25,295,1
US,05,2020-03-26,327,2
US,05,2020-03-27,375,5
US,05,2020-03-28,402,5
US,05,2020-03-29,444,5
US,05,2020-03-30,503,7
US,05,2020-03-31,560,8
US,05,2020-04-01,621,10
US,05,2020-04-02,678,12
US,05,2020-04-03,732,12
US,05,2020-04-04,740,13
US,05,2020-04-05,853,15
US,05,2020-04-06,924,16
US,05,2020-04-07,991,18
US,05,2020-04-08,1075,18
US,05,2020-04-09,1145,21
US,05,2020-04-10,1201,24
US,05,2020-04-11,1226,25
US,05,2020-04-12,1274,27
US,05,2020-04-13,1471,27
US,05,2020-04-14,1495,32
US,05,2020-04-15,1593,33
US,05,2020-04-16,1615,36
US,05,2020-04-17,1690,36
US,05,2020-04-18,1776,37
US,05,2020-04-19,1779,38
US,05,2020-04-20,1969,41
US,05,2020-04-21,2260,41
US,05,2020-04-22,2391,43
US,05,2020-04-23,2598,44
US,05,2020-04-24,2807,46
US,05,2020-04-25,2907,47
US,05,2020-04-26,2998,50
US,05,2020-04-27,3064,51
US,05,2020-04-28,3122,57
US,05,2020-04-29,3201,59
US,05,2020-04-30,3269,61
US,05,2020-05-01,3304,64
US,05,2020-05-02,3358,72
US,05,2020-05-03,3417,75
US,05,2020-05-04,3461,80
US,05,2020-05-05,3522,83
US,05,2020-05-06,3607,87
US,05,2020-05-07,3692,88
US,05,2020-05-08,3745,88
US,05,2020-05-09,3745,88
US,05,2020-05-10,4007,91
US,05,2020-05-11,4038,94
US,05,2020-05-12,4161,95
US,05,2020-05-13,4235,97
US,05,2020-05-14,4365,98
US,05,2020-05-15,4462,98
US,05,2020-05-16,4576,98
US,05,2020-05-17,4758,98
US,05,2020-05-18,4812,100
US,05,2020-05-19,4922,102
US,05,2020-05-20,5002,107
US,05,2020-05-21,5456,110
US,05,2020-05-22,5610,113
US,05,2020-05-23,5772,115
US,05,2020-05-24,5920,116
US,05,2020-05-25,6028,117
US,05,2020-05-26,6177,119
US,05,2020-05-27,6277,120
US,05,2020-05-28,6531,125
US,05,2020-05-29,6776,132
US,05,2020-05-30,7010,133
US,05,2020-05-31,7252,133
US,05,2020-06-01,7442,133
US,05,2020-06-02,7815,135
US,05,2020-06-03,8062,140
US,05,2020-06-04,8422,149
US,05,2020-06-05,8651,150
US,05,2020-06-06,9101,152
US,05,2020-06-07,9424,152
US,05,2020-06-08,9736,154
US,05,2020-06-09,10076,160
US,05,2020-06-10,10366,164
US,05,2020-06-11,10814,170
US,05,2020-06-12,11546,175
US,05,2020-06-13,12094,176
US,05,2020-06-14,12499,178
US,05,2020-06-15,12917,181
US,05,2020-06-16,13190,187
US,05,2020-06-17,13606,196
US,05,2020-06-18,13927,207
US,05,2020-06-19,14626,213
US,05,2020-06-20,15137,223
US,05,2020-06-21,15561,224
US,05,2020-06-22,16082,226
US,05,2020-06-23,16677,236
US,05,2020-06-24,17372,239
US,05,2020-06-25,18057,239
US,05,2020-06-26,18739,248
US,05,2020-06-27,19307,258
US,05,2020-06-28,19813,263
US,05,2020-06-29,20251,264
US,05,2020-06-30,20774,269
US,05,2020-07-01,21197,276
US,05,2020-07-02,22074,278
US,05,2020-07-03,22617,280
US,05,2020-07-04,23202,285
US,05,2020-07-05,23809,286
US,05,2020-07-06,24246,291
US,05,2020-07-07,24508,300
US,05,2020-07-08,25245,304
US,05,2020-07-09,26048,308
US,05,2020-07-10,26800,312
US,05,2020-07-11,27855,318
US,05,2020-07-12,28367,320
US,05,2020-07-13,28938,322
US,05,2020-07-14,29729,330
US,05,2020-07-15,30297,334
US,05,2020-07-16,31114,340
US,05,2020-07-17,31762,352
US,05,2020-07-18,32533,355
US,05,2020-07-19,33227,355
US,05,2020-07-20,33927,361
US,05,2020-07-21,34655,372
US,05,2020-07-22,35246,378
US,05,2020-07-23,36257,384
US,05,2020-07-24,37249,392
US,05,2020-07-25,37978,397
US,05,2020-07-26,38606,399
US,05,2020-07-27,39415,406
US,05,2020-07-28,40143,406
US,05,2020-07-29,40914,432
US,05,2020-07-30,41697,440
US,05,2020-07-31,42431,451
US,05,2020-08-01,43087,457
US,05,2020-08-02,43710,460
US,05,2020-08-03,44596,473
US,05,2020-08-04,45380,488
US,05,2020-08-05,46291,506
US,05,2020-08-06,47028,513
US,05,2020-08-07,48024,520
US,05,2020-08-08,48811,534
US,05,2020-08-09,49382,541
US,05,2020-08-10,50024,552
US,05,2020-08-11,50409,563
US,05,2020-08-12,51111,570
US,05,2020-08-13,51763,579
US,05,2020-08-14,52387,583
US,05,2020-08-15,51989,596
US,05,2020-08-16,52663,596
US,05,2020-08-17,53073,599
US,05,2020-08-18,53486,614
US,05,2020-08-19,54211,628
US,05,2020-08-20,54765,638
US,05,2020-08-21,55651,661
US,05,2020-08-22,56196,672
US,05,2020-08-23,56569,685
US,05,2020-08-24,56888,694
US,05,2020-08-25,57373,709
US,05,2020-08-26,58023,731
US,05,2020-08-27,58744,737
US,05,2020-08-28,59579,752
US,05,2020-08-29,60378,769
US,05,2020-08-30,60852,782
US,05,2020-08-31,61219,795
US,05,2020-09-01,61493,813
US,05,2020-09-02,62111,840
US,05,2020-09-03,63080,860
US,05,2020-09-04,64175,872
US,05,2020-09-05,64690,881
US,05,2020-09-06,65377,893
US,05,2020-09-07,65724,908
US,05,2020-09-08,66019,917
US,05,2020-09-09,66402,928
US,05,2020-09-10,66804,940
US,05,2020-09-11,67911,953
US,05,2020-09-12,68309,953
US,05,2020-09-13,70217,981
US,05,2020-09-14,70625,992
US,05,2020-09-15,71354,1010
US,05,2020-09-16,72219,1157
US,05,2020-09-17,73209,1165
US,05,2020-09-18,74080,1173
US,05,2020-09-19,75160,1181
US,05,2020-09-20,75718,1181
US,05,2020-09-21,76363,1197
US,05,2020-09-22,76980,1209
US,05,2020-09-23,77963,1229
US,05,2020-09-24,79049,1246
US,05,2020-09-25,79946,1266
US,05,2020-09-26,80755,1285
US,05,2020-09-27,81242,1308
US,05,2020-09-28,82049,1329
US,05,2020-09-29,82755,1350
US,05,2020-09-30,83697,1369
US,05,2020-10-01,84821,1384
US,05,2020-10-02,85777,1391
US,05,2020-10-03,86525,1407
US,06,2020-01-26,2,0
