admin0_code,admin1_code,date,cases,deaths
US,02,2020-03-20,11,0
US,02,2020-03-21,13,0
US,02,2020-03-22,18,0
US,02,2020-03-23,30,0
US,02,2020-03-24,34,0
US,02,2020-03-25,41,0
US,02,2020-03-26,56,0
US,02,2020-03-27,58,0
US,02,2020-03-28,85,1
US,02,2020-03-29,102,1
US,02,2020-03-30,114,1
US,02,2020-03-31,119,1
US,02,2020-04-01,132,1
US,02,2020-04-02,143,1
US,02,2020-04-03,157,1
US,02,2020-04-04,171,1
US,02,2020-04-05,185,1
US,02,2020-04-06,190,1
US,02,2020-04-07,213,5
US,02,2020-04-08,225,5
US,02,2020-04-09,235,5
US,02,2020-04-10,246,5
US,02,2020-04-11,257,5
US,02,2020-04-12,272,5
US,02,2020-04-13,277,5
US,02,2020-04-14,285,5
US,02,2020-04-15,293,5
US,02,2020-04-16,300,5
US,02,2020-04-17,309,5
US,02,2020-04-18,314,5
US,02,2020-04-19,319,5
US,02,2020-04-20,321,5
US,02,2020-04-21,329,5
US,02,2020-04-22,335,5
US,02,2020-04-23,337,5
US,02,2020-04-24,339,5
US,02,2020-04-25,339,5
US,02,2020-04-26,340,5
US,02,2020-04-27,345,5
US,02,2020-04-28,351,5
US,02,2020-04-29,355,5
US,02,2020-04-30,355,5
US,02,2020-05-01,364,9
US,02,2020-05-02,365,9
US,02,2020-05-03,368,9
US,02,2020-05-04,370,9
US,02,2020-05-05,371,9
US,02,2020-05-06,372,10
US,02,2020-05-07,374,10
US,02,2020-05-08,377,10
US,02,2020-05-09,378,10
US,02,2020-05-10,379,10
US,02,2020-05-11,379,10
US,02,2020-05-12,379,10
US,02,2020-05-13,379,10
US,02,2020-05-14,379,10
US,02,2020-05-15,387,10
US,02,2020-05-16,387,10
US,02,2020-05-17,387,10
US,02,2020-05-18,387,10
US,02,2020-05-19,399,10
US,02,2020-05-20,401,10
US,02,2020-05-21,401,10
US,02,2020-05-22,403,10
US,02,2020-05-23,407,10
US,02,2020-05-24,407,10
US,02,2020-05-25,408,10
US,02,2020-05-26,410,10
US,02,2020-05-27,411,10
US,04,2020-01-26,1,0
US,04,2020-01-27,1,0
US,04,2020-01-28,1,0
US,04,2020-01-29,1,0
US,04,2020-01-30,1,0
US,04,2020-01-31,1,0
US,04,2020-02-01,1,0
US,04,2020-02-02,1,0
US,04,2020-02-03,1,0
US,04,2020-02-04,1,0
US,04,2020-02-05,1,0
US,04,2020-02-06,1,0
US,04,2020-02-07,1,0
US,04,2020-02-08,1,0
US,04,2020-02-09,1,0
US,04,2020-02-10,1,0
US,04,2020-02-11,1,0
US,04,2020-02-12,1,0
US,04,2020-02-13,1,0
US,04,2020-02-14,1,0
US,04,2020-02-15,1,0
US,04,2020-02-16,1,0
US,04,2020-02-17,1,0
US,04,2020-02-18,1,0
US,04,2020-02-19,1,0
US,04,2020-02-20,1,0
US,04,2020-02-21,1,0
US,04,2020-02-22,1,0
US,04,2020-02-23,1,0
US,04,2020-02-24,1,0
US,04,2020-02-25,1,0
US,04,2020-02-26,1,0
US,04,2020-02-27,1,0
US,04,2020-02-28,1,0
US,04,2020-02-29,1,0
US,04,2020-03-01,1,0
US,04,2020-03-02,1,0
US,04,2020-03-03,1,0
US,04,2020-03-04,1,0
US,04,2020-03-05,1,0
US,04,2020-03-06,2,0
US,04,2020-03-07,4,0
US,04,2020-03-08,4,0
US,04,2020-03-09,4,0
US,04,2020-03-10,6,0
US,04,2020-03-11,9,0
US,04,2020-03-12,9,0
US,04,2020-03-13,9,0
US,04,2020-03-14,12,0
US,04,2020-03-15,12,0
US,04,2020-03-16,18,0
US,04,2020-03-17,20,0
US,04,2020-03-18,27,0
US,04,2020-03-19,45,0
US,04,2020-03-20,68,0
US,04,2020-03-21,104,1
US,04,2020-03-22,152,2
US,04,2020-03-23,235,2
US,04,2020-03-24,326,3
US,04,2020-03-25,401,4
US,04,2020-03-26,508,4
US,04,2020-03-27,665,11
US,04,2020-03-28,773,11
US,04,2020-03-29,919,11
US,04,2020-03-30,1157,11
US,04,2020-03-31,1289,12
US,04,2020-04-01,1413,14
US,04,2020-04-02,1596,32
US,04,2020-04-03,1769,32
US,04,2020-04-04,2019,50
US,04,2020-04-05,2269,54
US,04,2020-04-06,2460,55
US,04,2020-04-07,2575,59
US,04,2020-04-08,2726,77
US,04,2020-04-09,3018,80
US,04,2020-04-10,3112,80
US,04,2020-04-11,3393,88
US,04,2020-04-12,3542,103
US,04,2020-04-13,3705,114
US,04,2020-04-14,3809,119
US,04,2020-04-15,3964,128
US,04,2020-04-16,4237,136
US,04,2020-04-17,4511,141
US,04,2020-04-18,4724,180
US,04,2020-04-19,4933,183
US,04,2020-04-20,5068,190
US,04,2020-04-21,5256,208
US,04,2020-04-22,5473,231
US,04,2020-04-23,5772,249
US,04,2020-04-24,6045,266
US,04,2020-04-25,6286,273
US,04,2020-04-26,6534,275
US,04,2020-04-27,6725,275
US,04,2020-04-28,6955,275
US,04,2020-04-29,7209,306
US,04,2020-04-30,7655,318
US,04,2020-05-01,7969,328
US,04,2020-05-02,8364,328
US,04,2020-05-03,8640,328
US,04,2020-05-04,8924,328
US,04,2020-05-05,9305,393
US,04,2020-05-06,9707,425
US,04,2020-05-07,9945,449
US,04,2020-05-08,10526,516
US,04,2020-05-09,10960,531
US,04,2020-05-10,11119,535
US,04,2020-05-11,11383,541
US,04,2020-05-12,11736,561
US,04,2020-05-13,12216,594
US,04,2020-05-14,12674,623
US,04,2020-05-15,13169,650
US,04,2020-05-16,13666,678
US,04,2020-05-17,13945,679
US,04,2020-05-18,14208,686
US,04,2020-05-19,14576,704
US,04,2020-05-20,14906,746
US,04,2020-05-21,15348,762
US,04,2020-05-22,15624,773
US,04,2020-05-23,16053,799
US,04,2020-05-24,16377,799
US,04,2020-05-25,16575,805
US,04,2020-05-26,16864,808
US,04,2020-05-27,17318,832
US,05,2020-03-14,3,0
US,05,2020-03-15,3,0
US,05,2020-03-16,3,0
US,05,2020-03-17,3,0
US,05,2020-03-18,4,0
US,05,2020-03-19,4,0
US,05,2020-03-20,4,0
US,05,2020-03-21,4,0
US,05,2020-03-22,44,0
US,05,2020-03-23,189,0
US,05,2020-03-24,206,1
US,05,2020-03-25,260,1
US,05,2020-03-26,311,1
US,05,2020-03-27,346,1
US,05,2020-03-28,377,1
US,05,2020-03-29,395,1
US,05,2020-03-30,424,5
US,05,2020-03-31,489,5
US,05,2020-04-01,540,6
US,05,2020-04-02,600,6
US,05,2020-04-03,657,6
US,05,2020-04-04,690,6
US,05,2020-04-05,780,6
US,05,2020-04-06,808,6
US,05,2020-04-07,902,6
US,05,2020-04-08,956,6
US,05,2020-04-09,1106,21
US,05,2020-04-10,1150,21
US,05,2020-04-11,1209,25
US,05,2020-04-12,1255,27
US,05,2020-04-13,1374,29
US,05,2020-04-14,1453,32
US,05,2020-04-15,1521,33
US,05,2020-04-16,1576,37
US,05,2020-04-17,1652,37
US,05,2020-04-18,1702,38
US,05,2020-04-19,1735,39
US,05,2020-04-20,1928,41
US,05,2020-04-21,1945,42
US,05,2020-04-22,2181,42
US,05,2020-04-23,2472,45
US,05,2020-04-24,2628,47
US,05,2020-04-25,2709,48
US,05,2020-04-26,2785,51
US,05,2020-04-27,2866,51
US,05,2020-04-28,2907,57
US,05,2020-04-29,2965,57
US,05,2020-04-30,3113,61
US,05,2020-05-01,3164,64
US,05,2020-05-02,3194,72
US,05,2020-05-03,3263,76
US,05,2020-05-04,3315,80
US,05,2020-05-05,3362,83
US,05,2020-05-06,3466,87
US,05,2020-05-07,3544,87
US,05,2020-05-08,3593,88
US,05,2020-05-09,3593,88
US,05,2020-05-10,3885,91
US,05,2020-05-11,3912,94
US,05,2020-05-12,4027,95
US,05,2020-05-13,4096,97
US,05,2020-05-14,4231,98
US,05,2020-05-15,4324,98
US,05,2020-05-16,4447,98
US,05,2020-05-17,4627,98
US,05,2020-05-18,4683,100
US,05,2020-05-19,4793,102
US,05,2020-05-20,4870,107
US,05,2020-05-21,5307,110
US,05,2020-05-22,5468,113
US,05,2020-05-23,5627,115
US,05,2020-05-24,5772,116
US,05,2020-05-25,5870,117
US,05,2020-05-26,6006,119
US,05,2020-05-27,6096,120
US,06,2020-01-26,2,0
US,06,2020-01-27,2,0
US,06,2020-01-28,2,0
US,06,2020-01-29,2,0
US,06,2020-01-30,2,0
US,06,2020-01-31,3,0
US,06,2020-02-01,3,0
US,06,2020-02-02,3,0
US,06,2020-02-03,6,0
US,06,2020-02-04,6,0
US,06,2020-02-05,6,0
US,06,2020-02-06,6,0
US,06,2020-02-07,6,0
US,06,2020-02-08,6,0
US,06,2020-02-09,6,0
US,06,2020-02-10,6,0
US,06,2020-02-11,7,0
US,06,2020-02-12,7,0
US,06,2020-02-13,8,0
US,06,2020-02-14,8,0
US,06,2020-02-15,8,0
US,06,2020-02-16,8,0
US,06,2020-02-17,8,0
US,06,2020-02-18,8,0
US,06,2020-02-19,8,0
US,06,2020-02-20,8,0
US,06,2020-02-21,10,0
US,06,2020-02-22,10,0
US,06,2020-02-23,10,0
US,06,2020-02-24,10,0
US,06,2020-02-25,10,0
US,06,2020-02-26,10,0
US,06,2020-02-27,11,0
US,06,2020-02-28,11,0
US,06,2020-02-29,12,0
US,06,2020-03-01,12,0
US,06,2020-03-02,21,0
US,06,2020-03-03,25,0
US,06,2020-03-04,35,1
US,06,2020-03-05,51,1
US,06,2020-03-06,59,1
US,06,2020-03-07,81,1
US,06,2020-03-08,95,1
US,06,2020-03-09,101,1
US,06,2020-03-10,144,2
US,06,2020-03-11,178,4
US,06,2020-03-12,221,4
US,06,2020-03-13,281,4
US,06,2020-03-14,371,3
US,06,2020-03-15,373,5
US,06,2020-03-16,557,7
US,06,2020-03-17,700,12
US,06,2020-03-18,828,16
US,06,2020-03-19,1005,18
US,06,2020-03-20,1243,24
US,06,2020-03-21,1405,25
US,06,2020-03-22,1646,30
US,06,2020-03-23,2108,39
US,06,2020-03-24,2538,50
US,06,2020-03-25,2998,65
US,06,2020-03-26,3899,81
US,06,2020-03-27,4645,94
US,06,2020-03-28,5095,110
US,06,2020-03-29,5852,123
US,06,2020-03-30,7138,146
US,06,2020-03-31,8210,173
US,06,2020-04-01,9399,198
US,06,2020-04-02,10773,238
US,06,2020-04-03,12004,263
US,06,2020-04-04,12837,289
US,06,2020-04-05,15034,348
US,06,2020-04-06,15976,380
US,06,2020-04-07,17309,432
US,06,2020-04-08,18730,493
US,06,2020-04-09,19706,542
US,06,2020-04-10,21077,583
US,06,2020-04-11,21702,604
US,06,2020-04-12,22787,640
US,06,2020-04-13,23931,714
US,06,2020-04-14,25356,767
US,06,2020-04-15,26686,860
US,06,2020-04-16,27677,956
US,06,2020-04-17,29157,1037
US,06,2020-04-18,30491,1140
US,06,2020-04-19,31431,1175
US,06,2020-04-20,33686,1223
US,06,2020-04-21,35465,1280
US,06,2020-04-22,37344,1419
US,06,2020-04-23,39561,1531
US,06,2020-04-24,41355,1619
US,06,2020-04-25,42368,1687
US,06,2020-04-26,43558,1723
US,06,2020-04-27,44966,1777
US,06,2020-04-28,46164,1862
US,06,2020-04-29,48747,1944
US,06,2020-04-30,50130,2029
US,06,2020-05-01,52026,2124
US,06,2020-05-02,53347,2178
US,06,2020-05-03,54903,2214
US,06,2020-05-04,55884,2276
US,06,2020-05-05,58456,2379
US,06,2020-05-06,60616,2462
US,06,2020-05-07,62148,2533
US,06,2020-05-08,63779,2613
US,06,2020-05-09,66558,2687
US,06,2020-05-10,67600,2716
US,06,2020-05-11,69329,2779
US,06,2020-05-12,70978,2879
US,06,2020-05-13,72798,2957
US,06,2020-05-14,74871,3052
US,06,2020-05-15,76693,3136
US,06,2020-05-16,78725,3208
US,06,2020-05-17,80166,3240
US,06,2020-05-18,81457,3279
US,06,2020-05-19,83752,3403
US,06,2020-05-20,85997,3497
US,06,2020-05-21,88031,3583
US,06,2020-05-22,90252,3665
US,06,2020-05-23,92539,3737
US,06,2020-05-24,94020,3753
US,06,2020-05-25,96400,3768
US,06,2020-05-26,99387,3818
US,06,2020-05-27,101050,3894
US,08,2020-03-05,2,0
US,08,2020-03-06,8,0
US,08,2020-03-07,8,0
US,08,2020-03-08,8,0
US,08,2020-03-09,12,0
US,08,2020-03-10,17,0
US,08,2020-03-11,34,0
US,08,2020-03-12,49,1
US,08,2020-03-13,78,2
US,08,2020-03-14,103,2
US,08,2020-03-15,136,2
US,08,2020-03-16,161,2
US,08,2020-03-17,183,3
US,08,2020-03-18,216,3
US,08,2020-03-19,278,5
US,08,2020-03-20,364,5
US,08,2020-03-21,474,6
US,08,2020-03-22,594,7
US,08,2020-03-23,718,7
US,08,2020-03-24,894,8
US,08,2020-03-25,1069,20
US,08,2020-03-26,1328,19
US,08,2020-03-27,1602,30
US,08,2020-03-28,1899,43
US,08,2020-03-29,2122,46
US,08,2020-03-30,2467,50
US,08,2020-03-31,2837,68
US,08,2020-04-01,3214,75
US,08,2020-04-02,3584,96
US,08,2020-04-03,4015,110
US,08,2020-04-04,4361,125
US,08,2020-04-05,4699,139
US,08,2020-04-06,4907,149
US,08,2020-04-07,5177,149
US,08,2020-04-08,5417,191
US,08,2020-04-09,5967,191
US,08,2020-04-10,6368,248
US,08,2020-04-11,6718,273
US,08,2020-04-12,7151,289
US,08,2020-04-13,7551,306
US,08,2020-04-14,7831,327
US,08,2020-04-15,8169,353
US,08,2020-04-16,8589,371
US,08,2020-04-17,8980,388
US,08,2020-04-18,9360,410
US,08,2020-04-19,9616,419
US,08,2020-04-20,9986,446
US,08,2020-04-21,10347,482
US,08,2020-04-22,10796,505
US,08,2020-04-23,11170,549
US,08,2020-04-24,12153,670
US,08,2020-04-25,12837,680
US,08,2020-04-26,13269,684
US,08,2020-04-27,13703,702
US,08,2020-04-28,14151,733
US,08,2020-04-29,14613,763
US,08,2020-04-30,15126,774
US,08,2020-05-01,15592,817
US,08,2020-05-02,15999,828
US,08,2020-05-03,16393,838
US,08,2020-05-04,16676,847
US,08,2020-05-05,17178,898
US,08,2020-05-06,17668,914
US,08,2020-05-07,18217,939
US,08,2020-05-08,18687,955
US,08,2020-05-09,19196,962
US,08,2020-05-10,19481,966
US,08,2020-05-11,19726,983
US,08,2020-05-12,20056,1006
US,08,2020-05-13,20390,1058
US,08,2020-05-14,20767,1085
US,08,2020-05-15,21171,1149
US,08,2020-05-16,21556,1191
US,08,2020-05-17,21855,1214
US,08,2020-05-18,22124,1223
US,08,2020-05-19,22417,1256
US,08,2020-05-20,22730,1298
US,08,2020-05-21,23100,1309
US,08,2020-05-22,23393,1323
US,08,2020-05-23,23838,1327
US,08,2020-05-24,24049,1332
US,08,2020-05-25,24256,1333
US,08,2020-05-26,24552,1352
US,08,2020-05-27,24754,1392
US,09,2020-03-10,1,0
US,09,2020-03-11,3,0
US,09,2020-03-12,5,0
US,09,2020-03-13,11,0
US,09,2020-03-14,23,0
US,09,2020-03-15,24,0
US,09,2020-03-16,41,0
US,09,2020-03-17,68,0
US,09,2020-03-18,96,1
US,09,2020-03-19,157,3
US,09,2020-03-20,194,4
US,09,2020-03-21,194,4
US,09,2020-03-22,327,8
US,09,2020-03-23,415,10
US,09,2020-03-24,618,12
US,09,2020-03-25,875,19
US,09,2020-03-26,1012,21
US,09,2020-03-27,1291,27
US,09,2020-03-28,1524,33
US,09,2020-03-29,1993,34
US,09,2020-03-30,2395,36
US,09,2020-03-31,3051,67
US,09,2020-04-01,3372,83
US,09,2020-04-02,3650,111
US,09,2020-04-03,4696,130
US,09,2020-04-04,5035,164
US,09,2020-04-05,5453,188
US,09,2020-04-06,6642,206
US,09,2020-04-07,7489,274
US,09,2020-04-08,7489,274
US,09,2020-04-09,9392,378
US,09,2020-04-10,10131,444
US,09,2020-04-11,11054,489
US,09,2020-04-12,11534,550
US,09,2020-04-13,12890,598
US,09,2020-04-14,13456,667
US,09,2020-04-15,14218,866
US,09,2020-04-16,15350,969
US,09,2020-04-17,16314,1034
US,09,2020-04-18,17025,1083
US,09,2020-04-19,17433,1123
US,09,2020-04-20,19301,1327
US,09,2020-04-21,19857,1419
US,09,2020-04-22,21919,1540
US,09,2020-04-23,22578,1633
US,09,2020-04-24,23414,1761
US,09,2020-04-25,24061,1859
US,09,2020-04-26,24747,1924
US,09,2020-04-27,25513,2011
US,09,2020-04-28,25821,2086
US,09,2020-04-29,26260,2166
US,09,2020-04-30,27238,2253
US,09,2020-05-01,28393,2337
US,09,2020-05-02,28975,2435
US,09,2020-05-03,28975,2435
US,09,2020-05-04,29610,2553
US,09,2020-05-05,30253,2631
US,09,2020-05-06,30690,2716
US,09,2020-05-07,31499,2795
US,09,2020-05-08,32109,2871
US,09,2020-05-09,32738,2929
US,09,2020-05-10,33254,2964
US,09,2020-05-11,33492,3005
US,09,2020-05-12,34070,3038
US,09,2020-05-13,34605,3120
US,09,2020-05-14,35229,3216
US,09,2020-05-15,35847,3282
US,09,2020-05-16,36446,3337
US,09,2020-05-17,37209,3407
US,09,2020-05-18,37883,3448
US,09,2020-05-19,38212,3470
US,09,2020-05-20,38815,3527
US,09,2020-05-21,39014,3581
US,09,2020-05-22,39452,3635
US,09,2020-05-23,39807,3673
US,09,2020-05-24,40258,3693
US,09,2020-05-25,40649,3742
US,09,2020-05-26,41046,3768
US,09,2020-05-27,41060,3802
US,10,2020-03-11,1,0
US,10,2020-03-12,1,0
US,10,2020-03-13,4,0
US,10,2020-03-14,6,0
US,10,2020-03-15,6,0
US,10,2020-03-16,8,0
US,10,2020-03-17,16,0
US,10,2020-03-18,19,0
US,10,2020-03-19,30,0
US,10,2020-03-20,39,0
US,10,2020-03-21,45,0
US,10,2020-03-22,56,0
US,10,2020-03-23,68,0
US,10,2020-03-24,104,0
US,10,2020-03-25,119,0
US,10,2020-03-26,130,1
US,10,2020-03-27,163,1
US,10,2020-03-28,214,5
US,10,2020-03-29,232,6
US,10,2020-03-30,264,6
US,10,2020-03-31,319,7
US,10,2020-04-01,368,11
US,10,2020-04-02,393,12
US,10,2020-04-03,450,12
US,10,2020-04-04,593,12
US,10,2020-04-05,673,12
US,10,2020-04-06,783,15
US,10,2020-04-07,928,16
US,10,2020-04-08,1116,16
US,10,2020-04-09,1209,16
US,10,2020-04-10,1317,16
US,10,2020-04-11,1466,33
US,10,2020-04-12,1625,33
US,10,2020-04-13,1758,41
US,10,2020-04-14,1915,43
US,10,2020-04-15,1997,43
US,10,2020-04-16,2053,52
US,10,2020-04-17,2295,61
US,10,2020-04-18,2508,67
US,10,2020-04-19,2508,67
US,10,2020-04-20,2714,72
US,10,2020-04-21,2901,82
US,10,2020-04-22,3172,89
US,10,2020-04-23,3305,92
US,10,2020-04-24,3438,100
US,10,2020-04-25,3573,112
US,10,2020-04-26,4025,120
US,10,2020-04-27,4151,125
US,10,2020-04-28,4543,137
US,10,2020-04-29,4629,144
US,10,2020-04-30,4709,152
US,10,2020-05-01,4894,159
US,10,2020-05-02,5016,168
US,10,2020-05-03,5185,177
US,10,2020-05-04,5264,182
US,10,2020-05-05,5346,187
US,10,2020-05-06,5742,193
US,10,2020-05-07,5909,202
US,10,2020-05-08,6083,213
US,10,2020-05-09,6250,221
US,10,2020-05-10,6250,221
US,10,2020-05-11,6525,225
US,10,2020-05-12,6705,236
US,10,2020-05-13,6916,246
US,10,2020-05-14,7178,259
US,10,2020-05-15,7330,270
US,10,2020-05-16,7501,285
US,10,2020-05-17,7618,289
US,10,2020-05-18,7818,296
US,10,2020-05-19,7987,303
US,10,2020-05-20,8146,309
US,10,2020-05-21,8340,316
US,10,2020-05-22,8476,321
US,10,2020-05-23,8476,321
US,10,2020-05-24,8752,325
US,10,2020-05-25,8910,331
US,10,2020-05-26,9008,335
US,10,2020-05-27,9042,344
US,11,2020-03-16,22,0
US,11,2020-03-17,22,0
US,11,2020-03-18,31,0
US,11,2020-03-19,40,0
US,11,2020-03-20,71,1
US,11,2020-03-21,98,0
US,11,2020-03-22,102,2
US,11,2020-03-23,120,2
US,11,2020-03-24,141,2
US,11,2020-03-25,187,2
US,11,2020-03-26,231,3
US,11,2020-03-27,271,3
US,11,2020-03-28,304,4
US,11,2020-03-29,342,5
US,11,2020-03-30,401,9
US,11,2020-03-31,495,9
US,11,2020-04-01,586,9
US,11,2020-04-02,653,12
US,11,2020-04-03,757,15
US,11,2020-04-04,902,21
US,11,2020-04-05,1002,22
US,11,2020-04-06,1097,24
US,11,2020-04-07,1211,22
US,11,2020-04-08,1440,27
US,11,2020-04-09,1523,32
US,11,2020-04-10,1660,38
US,11,2020-04-11,1778,47
US,11,2020-04-12,1875,50
US,11,2020-04-13,1955,52
US,11,2020-04-14,2058,67
US,11,2020-04-15,2197,72
US,11,2020-04-16,2350,81
US,11,2020-04-17,2476,86
US,11,2020-04-18,2666,91
US,11,2020-04-19,2793,96
US,11,2020-04-20,2927,105
US,11,2020-04-21,3098,112
US,11,2020-04-22,3206,127
US,11,2020-04-23,3361,139
US,11,2020-04-24,3528,153
US,11,2020-04-25,3699,165
US,11,2020-04-26,3841,178
US,11,2020-04-27,3892,185
US,11,2020-04-28,3994,190
US,11,2020-04-29,4106,205
US,11,2020-04-30,4323,224
US,11,2020-05-01,4658,231
US,11,2020-05-02,4797,240
US,11,2020-05-03,5016,251
US,11,2020-05-04,5170,258
US,11,2020-05-05,5322,264
US,11,2020-05-06,5461,277
US,11,2020-05-07,5654,285
US,11,2020-05-08,5899,304
US,11,2020-05-09,6102,311
US,11,2020-05-10,6272,323
US,11,2020-05-11,6389,328
US,11,2020-05-12,6485,336
US,11,2020-05-13,6584,350
US,11,2020-05-14,6736,358
US,11,2020-05-15,6871,368
US,11,2020-05-16,7042,375
US,11,2020-05-17,7123,383
US,11,2020-05-18,7270,392
US,11,2020-05-19,7434,400
US,11,2020-05-20,7551,407
US,11,2020-05-21,7788,412
US,11,2020-05-22,7893,418
US,11,2020-05-23,7966,427
US,11,2020-05-24,8110,432
US,11,2020-05-25,8225,440
US,11,2020-05-26,8334,440
US,11,2020-05-27,8406,445
US,12,2020-03-02,1,0
US,12,2020-03-03,2,0
US,12,2020-03-04,2,0
US,12,2020-03-05,3,0
US,12,2020-03-06,3,0
US,12,2020-03-07,7,0
US,12,2020-03-08,10,2
US,12,2020-03-09,13,2
US,12,2020-03-10,15,2
US,12,2020-03-11,24,2
US,12,2020-03-12,30,2
US,12,2020-03-13,45,2
US,12,2020-03-14,64,2
US,12,2020-03-15,100,3
US,12,2020-03-16,101,3
US,12,2020-03-17,190,5
US,12,2020-03-18,306,7
US,12,2020-03-19,432,9
US,12,2020-03-20,564,9
US,12,2020-03-21,762,13
US,12,2020-03-22,1003,13
US,12,2020-03-23,1227,17
US,12,2020-03-24,1412,17
US,12,2020-03-25,1682,23
US,12,2020-03-26,2357,29
US,12,2020-03-27,2900,35
US,12,2020-03-28,3763,46
US,12,2020-03-29,4246,54
US,12,2020-03-30,5472,59
US,12,2020-03-31,6739,85
US,12,2020-04-01,6953,85
US,12,2020-04-02,8999,144
US,12,2020-04-03,10258,163
US,12,2020-04-04,11536,194
US,12,2020-04-05,12346,221
US,12,2020-04-06,13317,235
US,12,2020-04-07,14543,254
US,12,2020-04-08,15453,309
US,12,2020-04-09,16362,354
US,12,2020-04-10,17529,390
US,12,2020-04-11,18492,438
US,12,2020-04-12,19893,461
US,12,2020-04-13,21017,499
US,12,2020-04-14,21625,524
US,12,2020-04-15,22506,596
US,12,2020-04-16,23337,668
US,12,2020-04-17,24755,725
US,12,2020-04-18,25489,748
US,12,2020-04-19,26311,774
US,12,2020-04-20,27056,822
US,12,2020-04-21,27865,867
US,12,2020-04-22,28309,893
US,12,2020-04-23,29648,987
US,12,2020-04-24,30533,1046
US,12,2020-04-25,30838,1055
US,12,2020-04-26,31531,1075
US,12,2020-04-27,32137,1088
US,12,2020-04-28,32844,1171
US,12,2020-04-29,33186,1218
US,12,2020-04-30,33683,1268
US,12,2020-05-01,34720,1314
US,12,2020-05-02,35454,1364
US,12,2020-05-03,36066,1379
US,12,2020-05-04,36885,1399
US,12,2020-05-05,37422,1471
US,12,2020-05-06,37971,1539
US,12,2020-05-07,38795,1600
US,12,2020-05-08,39166,1669
US,12,2020-05-09,39952,1715
US,12,2020-05-10,40546,1721
US,12,2020-05-11,40932,1735
US,12,2020-05-12,41866,1779
US,12,2020-05-13,42314,1827
US,12,2020-05-14,43134,1875
US,12,2020-05-15,44060,1917
US,12,2020-05-16,44732,1964
US,12,2020-05-17,45509,1973
US,12,2020-05-18,46363,1997
US,12,2020-05-19,46865,2052
US,12,2020-05-20,47391,2096
US,12,2020-05-21,48593,2144
US,12,2020-05-22,49367,2190
US,12,2020-05-23,50043,2233
US,12,2020-05-24,50782,2237
US,12,2020-05-25,51661,2252
US,12,2020-05-26,52170,2259
US,12,2020-05-27,52549,2319
US,13,2020-03-03,2,0
US,13,2020-03-04,2,0
US,13,2020-03-05,2,0
US,13,2020-03-06,3,0
US,13,2020-03-07,5,0
US,13,2020-03-08,5,0
US,13,2020-03-09,10,0
US,13,2020-03-10,17,0
US,13,2020-03-11,23,0
US,13,2020-03-12,31,1
US,13,2020-03-13,42,1
US,13,2020-03-14,73,1
US,13,2020-03-15,99,1
